Data_DETRAN;Hora_DETRAN;SO2_DETRAN;CO_DETRAN;O3_DETRAN;MP_DETRAN;NO_DETRAN;NOX_DETRAN;NO2_DETRAN;VEL_VENTO_DETRAN;DIR_VENTO_DETRAN;TEMP_DETRAN;UMID_DETRAN;STWD_DETRAN;CHUVA_DETRAN
17/5/2016;11;0;InVld;8;16.2;5.9;19.1;13.2;1.4;242.5;29.4;68;47.4;0
17/5/2016;12;0;InVld;7.4;12.8;18.6;41.1;22.5;2.6;125.9;28;73;36.8;0
17/5/2016;13;0;InVld;11.5;28.3;9.1;27.2;18.1;3.4;80.8;29.7;66;34.9;0
17/5/2016;14;0;InVld;12.5;21.3;10.8;28.6;17.9;2.1;87.8;30.1;65;36.2;0
17/5/2016;15;0;InVld;12.7;29;15.2;35.5;20.3;2.3;98.5;29.3;67;32.8;0
17/5/2016;16;0;InVld;12.4;19.2;12.6;35.2;22.6;2.3;77;29.3;67;32.7;0
17/5/2016;17;0;InVld;6;24.8;20.6;44.5;23.9;2.5;57.6;28.2;69;24;0
17/5/2016;18;0;InVld;3.7;16.1;17.7;39.6;21.9;2.8;48.6;27.4;72;20.1;0
17/5/2016;19;0;InVld;0.4;18.3;24.9;44.5;19.6;1.6;29.5;26.9;74;33.5;0
17/5/2016;20;0;InVld;0.2;42.6;26;43.5;17.5;1.4;23.5;26.4;76;39.8;0
17/5/2016;21;0;InVld;0;37.9;33.1;49.9;16.8;2;35.2;25.9;77;46.7;0
17/5/2016;22;0;InVld;0;39.2;23.7;40.4;16.8;2.5;55.3;25.5;79;41.1;0
17/5/2016;23;0;InVld;0.1;40.7;7.1;21.1;14;0.9;12.3;25.2;80;48.6;0
17/5/2016;24;0;InVld;0.3;23.2;3.1;15.3;12.3;1;39.5;24.8;82;37.2;0
18/5/2016;1;0;InVld;0.5;16.5;4.5;15.1;10.6;0.6;287.7;24.5;84;53.4;0
18/5/2016;2;0;InVld;1.6;37.8;7.7;17.2;9.5;0.8;285.2;24.3;85;43.9;0
18/5/2016;3;0;InVld;0.1;26.9;46.4;64.2;17.9;1.4;237.5;24;86;16.2;0
18/5/2016;4;0;InVld;0;15.7;36.7;52;15.3;0.9;226.1;23.7;88;40.5;0
18/5/2016;5;0;InVld;0;20.7;43.1;58.3;15.2;0.6;342.7;23.8;88;55.5;0
18/5/2016;6;0;InVld;0;39.1;27.2;40.5;13.2;1;316;23.7;88;57.1;0
18/5/2016;7;0;InVld;0.2;23.4;15.7;29.3;13.6;1.3;263.8;24.5;87;63.3;0
18/5/2016;8;0;InVld;1.8;65.1;6.7;20.4;13.7;0.9;264.6;27.6;76;59.1;0
18/5/2016;9;0;InVld;4.4;40.4;4.5;21.6;17;1.1;283.5;29.1;71;49.1;0
18/5/2016;10;0;InVld;8.2;30;4.8;20.2;15.4;1.4;270.6;29;70;44.4;0
18/5/2016;11;0;InVld;6.6;32.8;14.8;35.3;20.5;1.4;218.3;28.8;71;42.7;0
18/5/2016;12;0;InVld;5.6;23.6;12.7;25.5;12.9;2.3;73.2;30.1;65;30.5;0
18/5/2016;13;0;InVld;6.2;15.3;7.1;15.9;8.9;2.5;55.1;30.8;61;28.6;0
18/5/2016;14;0.3;InVld;5.1;19.9;16.2;28.6;12.4;2.5;82.4;31.3;60;32.1;0
18/5/2016;15;0.3;InVld;5;13.8;20;33.9;13.8;3.8;100.8;30.2;64;30.8;0
18/5/2016;16;0.2;InVld;4.9;18.1;17.5;30.1;12.6;3.8;91.3;29.8;67;35.1;0
18/5/2016;17;0.1;InVld;2.4;11.6;24.3;40.7;16.3;2.4;63.1;28.3;72;27.5;0
18/5/2016;18;0;InVld;1.4;28.5;19.6;34.7;15.1;2.4;50.3;27.8;74;23.6;0
18/5/2016;19;0;InVld;0.2;27.8;46.4;64.6;18.1;2.7;51.6;27.5;73;20.9;0
18/5/2016;20;0;InVld;0;19.8;59.3;78;18.8;2.8;48.9;27.3;73;19.2;0
18/5/2016;21;0;InVld;0.1;22.9;46.8;65.3;18.5;2.7;52.9;27.3;73;17.4;0
18/5/2016;22;0;InVld;0.1;36;36.6;54.4;17.8;2.5;55.4;27.2;74;16.4;0
18/5/2016;23;0;InVld;0.9;28.7;13.8;27.8;14;2.3;62.4;27.3;75;21.5;0
18/5/2016;24;0;InVld;1.7;15.9;7.9;20.6;12.8;3.7;74.7;26.9;76;21.8;0
19/5/2016;1;0;InVld;2.1;10.5;3.1;14.3;11.2;3.5;62.5;26.5;76;23;0
19/5/2016;2;0;InVld;3.2;23.8;1;8.6;7.8;1.7;28.4;26;78;27.3;0
19/5/2016;3;0;InVld;3.6;18.2;0.3;3.7;4;1.1;358.3;25.4;81;32.6;0
19/5/2016;4;0;InVld;2.6;15.4;1.2;6.2;5.4;0.7;32.1;25.6;81;50.6;0
19/5/2016;5;0;InVld;0.6;12.5;19.2;29.7;10.6;1;290.7;25;84;42.2;0
19/5/2016;6;0;InVld;0.5;23.3;14.4;25.9;11.5;0.8;35.3;25.4;82;49;0
19/5/2016;7;0;InVld;0.4;15.3;21.9;37.4;15.5;1.4;27.7;26.2;77;38.7;0
19/5/2016;8;0;InVld;1.3;15.7;29.8;47.5;17.7;2.6;55;27.8;68;21.9;0
19/5/2016;9;0;InVld;3.5;27.2;17.7;31.3;13.7;4.2;60.2;29;63;24.7;0
19/5/2016;10;0;InVld;3.9;30.5;20.5;33.6;13.2;4.6;79.2;30.1;59;31;0
19/5/2016;11;0.2;InVld;5.4;18.5;18.5;30.5;12;3.2;67.1;30.2;58;29.6;0
19/5/2016;12;0.4;InVld;6.6;12.9;14;24.8;10.9;3.4;81.6;30.6;55;25.8;0
19/5/2016;13;0.2;InVld;7.4;15.3;9.4;17.9;8.5;3.4;74.4;29.7;56;26.6;0
19/5/2016;14;0;InVld;7.3;9.7;10.9;20.5;9.6;3;80.8;29.7;54;28.2;0
19/5/2016;15;0;InVld;5.5;6.9;21.1;34.8;13.6;2.8;87.4;29.3;54;32.2;0
19/5/2016;16;0;InVld;5.1;7.5;21.1;36.4;15.3;2.6;91.8;28.7;56;31.1;0
19/5/2016;17;0;InVld;5.1;19.9;16.8;31.4;14.8;2.7;87.3;28;59;31.2;0
19/5/2016;18;0;InVld;3.6;14.5;22.7;38.9;16.3;3.7;119.7;27.5;62;32.7;0
19/5/2016;19;0;InVld;3.1;10;27.6;44.1;16.4;3.4;117.6;27.3;62;35;0
19/5/2016;20;0;InVld;2.8;12.8;28.8;46.4;17.7;2.1;116;27.2;62;30.9;0
19/5/2016;21;0;InVld;3.5;13.5;20.5;37.2;16.7;2;102.3;27;62;32;0
19/5/2016;22;0;InVld;5.2;19.6;7.1;21.7;14.6;2.4;77.1;26.9;62;26.7;0
19/5/2016;23;0;InVld;4.5;14.9;8.1;19.9;11.9;2.2;75.7;26.7;65;27.6;0
19/5/2016;24;0;InVld;7.3;18.2;2.6;9.5;7.2;2.2;79.8;26.6;67;25.7;0
20/5/2016;1;0;InVld;8.6;20.5;0.7;4.8;4.2;2.1;84.6;26.6;68;30.1;0
20/5/2016;2;0;InVld;8.7;13.9;0.8;4.1;3.5;2.1;94;26.7;69;31;0
20/5/2016;3;0;InVld;7.2;10.1;0.3;4.6;4.5;3.1;66.4;25.9;73;27.5;0
20/5/2016;4;0;InVld;6.2;7.7;2;7.9;6.3;2.3;96.8;25.5;74;45.6;0
20/5/2016;5;0;InVld;7.8;7.6;2;6.2;4.2;2.3;87.3;26.4;71;27.6;0
20/5/2016;6;0;InVld;4.1;10.3;16.4;26.8;10.4;1.9;98.3;26.5;70;31.5;0
20/5/2016;7;0;InVld;2.2;12.1;43.6;58.1;14.7;2;129.5;26.9;73;31.7;0
20/5/2016;8;0;InVld;4.4;17.5;16.8;28.7;12;2.6;85.2;28.1;67;29.9;0
20/5/2016;9;0;InVld;4.6;20.4;23.6;35.6;12;2.7;85.4;29.4;62;31.5;0
20/5/2016;10;0;InVld;5.4;35.2;20.1;31.9;11.8;2.8;100.6;29.8;60;30.8;0
20/5/2016;11;0;InVld;5.9;20.8;20.1;30.7;10.5;2.8;103.7;30.6;59;32.8;0
20/5/2016;12;0;InVld;5.9;20.4;17.1;27.8;10.8;4.6;91.5;30.5;61;30.7;0
20/5/2016;13;0;InVld;6.9;14.6;8.2;15.5;7.4;5.2;73.5;29.2;62;24.1;0
20/5/2016;14;0;InVld;5.6;20.3;14.6;23.3;8.7;2.9;67.3;30.4;57;28;0
20/5/2016;15;0;InVld;5;13.5;16.4;27.5;11.1;2.8;68.1;30.6;55;29.6;0
20/5/2016;16;0;InVld;6.5;9.6;13.1;22.1;8.9;3.6;64.6;29.1;60;22.3;0
20/5/2016;17;0;InVld;3.9;7.9;26.7;40.5;13.8;2.5;91.2;28.2;66;32.2;0
20/5/2016;18;0;InVld;3.2;8;21.3;34.6;13.5;2.3;96.5;27.7;68;33.8;0
20/5/2016;19;0;InVld;2.4;12.5;29.6;45.9;16.3;2.2;93.6;27.6;70;32.9;0
20/5/2016;20;0;InVld;1.5;16.6;49;65.7;17.1;2.1;126.2;26.8;73;38.5;1.2
20/5/2016;21;0;InVld;0.5;25.1;31.4;45.5;14.2;2.2;42.7;25.2;82;50.7;0.2
20/5/2016;22;0;InVld;0.6;15.5;18.3;30.4;12.1;1.9;312.6;24.7;86;43.9;0
20/5/2016;23;0;InVld;0.7;28.5;22.3;34.8;12.5;1.7;83.7;25.5;81;33.9;0
20/5/2016;24;0;InVld;2.7;19;9;17.3;8.3;2.2;109.7;25.8;80;29.1;0
21/5/2016;1;0;InVld;3.5;20.5;4.2;11.8;7.6;1.7;94.9;25.8;77;29.7;0
21/5/2016;2;0;InVld;4.6;15.1;1.5;7;5.6;2.1;90.1;26.3;77;30.3;0
21/5/2016;3;0;InVld;6.6;11.3;0.4;2.9;3.2;2.1;94;26.3;76;30.9;0
21/5/2016;4;0;InVld;6.9;13.2;0.8;3.3;2.9;2.5;76.6;26.2;78;28.5;0
21/5/2016;5;0;InVld;6.2;10.4;1.3;4;2.8;2.1;77.1;26.1;77;29.3;0
21/5/2016;6;0;InVld;1.7;7.2;10.1;20.3;10.2;2.4;39.1;25.8;78;38.6;0
21/5/2016;7;0;InVld;0.8;9.5;18;26;8.1;2;297.7;25.7;81;47.2;0
21/5/2016;8;0;InVld;1.1;32;15.8;26.8;11;0.9;249.6;27.3;77;56.6;0
21/5/2016;9;0;InVld;3.7;19.9;16.5;33.1;16.6;1.8;243.3;27.7;75;30.2;0
21/5/2016;10;0;InVld;3.9;23.6;12.9;26;13.1;1.5;250.9;27.2;77;40.4;0
21/5/2016;11;0;InVld;3.8;24.9;24.7;43.5;18.8;2.1;200.4;27.6;74;25.8;0
21/5/2016;12;0;InVld;5.8;19;17.8;31.7;13.9;1.9;160.9;28.3;72;36.2;0
21/5/2016;13;0;InVld;6.7;15.5;13.3;22.7;9.4;2.5;118.1;29.6;66;30.3;0
21/5/2016;14;0;InVld;6.4;15.9;13.3;22.4;9.1;2.5;114.5;28.9;71;33.6;0
21/5/2016;15;0;InVld;5.3;14.9;15.1;23.2;8.2;4;135.4;28.2;71;31.1;0
21/5/2016;16;0;InVld;3.6;15.4;16.8;25.9;9.1;3.3;121.4;27.9;72;32.6;0
21/5/2016;17;0;InVld;2.5;9.1;22.3;32.8;10.6;2.1;107.5;27.7;72;32.4;0
21/5/2016;18;0;InVld;1.6;16.5;22.1;33.2;11.1;2.1;118.9;27;74;28.5;0
21/5/2016;19;0;InVld;2.3;17.1;16.1;29.7;13.7;2.4;83.7;27.2;71;28.4;0
21/5/2016;20;0;InVld;2.1;11.1;19.1;35.8;16.7;2.1;82.2;27.2;71;31.5;0
21/5/2016;21;0;InVld;3.5;13;10.1;23.7;13.7;2.2;83;27.1;70;30.1;0
21/5/2016;22;0;InVld;5.6;11.4;5.7;18;12.4;2.3;74.9;27.1;69;26.4;0
21/5/2016;23;0;InVld;5.1;10.3;5.9;18.2;12.3;2.4;74.3;26.9;70;21.5;0
21/5/2016;24;0;InVld;2.4;12.9;9.9;24.5;14.7;3.8;70.3;26.7;70;22;0
22/5/2016;1;0;InVld;5;19.3;1.3;11.9;10.8;3.7;66.5;26.5;71;21;0
22/5/2016;2;0;InVld;5.1;16.8;0.9;10.4;9.6;1.7;49.4;26.1;71;23.4;0
22/5/2016;3;0;InVld;5.1;11.8;0.2;7.8;7.8;1.4;26.9;25.3;74;29.5;0
22/5/2016;4;0;InVld;2.6;6.5;7.4;18.9;11.6;0.9;287.4;24.5;78;43.9;0
22/5/2016;5;0;InVld;0.2;11;43;60.1;17.2;1.4;270.1;24;81;24.9;0
22/5/2016;6;0;InVld;0;26;92;107;15;1.3;255;23.7;84;21.9;0
22/5/2016;7;0;InVld;0.2;47;67;79.2;12.2;1.2;317.3;24.7;82;38.5;0
22/5/2016;8;0;InVld;2.1;40.6;5.2;15;9.8;0.7;354.9;29;68;59.7;0
22/5/2016;9;0;InVld;3.3;23.1;15.3;28.1;12.8;2.5;95.6;29.1;64;38.1;0
22/5/2016;10;0;InVld;4.7;17.4;10.7;19.8;9.2;3.6;58.5;30.7;62;36.4;0
22/5/2016;11;0.1;InVld;6.1;13.7;9.6;17.2;7.6;1.7;92.1;30.5;60;44.6;0
22/5/2016;12;0.1;InVld;6.8;8.5;8.8;15.4;6.6;2.4;89;30.1;61;33.1;0
22/5/2016;13;0.2;InVld;7.5;5.8;9.8;16.4;6.6;2.5;108.6;29.8;61;31.2;0
22/5/2016;14;0;InVld;8.8;4.2;9.6;16.4;6.8;2.7;130.4;29;66;30;0
22/5/2016;15;0;InVld;6.7;2.4;9.7;16;6.3;2.7;114.8;28.9;66;29.8;0
22/5/2016;16;0;InVld;6.2;3.8;8.5;16.5;8;2.9;81.7;28.3;68;26.8;0
22/5/2016;17;0;InVld;6.5;6;8;19.1;11.1;2.8;82.1;27.8;68;30.7;0
22/5/2016;18;0;InVld;6.2;6.5;5.3;16.2;10.9;4;86;27.4;68;29.3;0
22/5/2016;19;0;InVld;5.8;6;7.5;19.4;11.9;3.6;84.4;27.3;68;26.8;0
22/5/2016;20;0;InVld;5.9;3.9;9.9;22.9;13;2.8;69.4;27;68;20.7;0
22/5/2016;21;0;InVld;3;2.1;30.7;49;18.2;2.3;64.7;26.8;68;22.2;0
22/5/2016;22;0;InVld;3.4;6.6;15.2;29.4;14.3;2.4;62.3;26.6;74;20.2;0
22/5/2016;23;0;InVld;5.8;8.6;3.3;12.8;9.4;2;77;26.3;76;23.7;0
22/5/2016;24;0;InVld;5.5;25.7;5.2;13.8;8.7;1.7;104.9;26.2;77;27.7;0
23/5/2016;1;0;InVld;4.7;18.2;1.6;9.8;8.5;1.7;50;26;76;20.7;0
23/5/2016;2;0;InVld;6.1;23.4;0.2;5.3;5.7;1.6;46.8;26.3;76;31.7;0
23/5/2016;3;0;InVld;7.9;15;0.2;2.5;2.7;2.8;37.2;26.4;75;30.4;0
23/5/2016;4;0;InVld;7.2;10.2;0.1;0.9;1.8;3.1;21.8;25.3;83;27.5;0
23/5/2016;5;0;InVld;6;6.3;0.8;2.3;1.8;1.3;354.3;24.9;85;36.2;0
23/5/2016;6;0;InVld;4.3;11;0.5;3.3;3.3;1;329.2;24.8;86;35.2;0
23/5/2016;7;0;InVld;0.3;8.5;49.3;63.7;14.4;1.3;239.1;25.6;84;28.2;0
23/5/2016;8;0;InVld;1.1;17.3;38.1;54.3;16.4;1.7;224.9;26.1;83;30.1;1.2
23/5/2016;9;0;InVld;2.9;11.6;11.1;21.5;10.4;1.3;35;27.8;77;44.7;0
23/5/2016;10;0;InVld;1.6;17.2;28.6;44.5;15.9;2;36.8;25.5;87;32.8;2.4
23/5/2016;11;0;InVld;2.3;26.3;30;46.2;16.2;1.1;163.2;26.7;82;47.9;0
23/5/2016;12;0;InVld;2.8;20.5;19.9;35.7;15.8;2.3;83.8;27.1;80;38.3;0.8
23/5/2016;13;0;InVld;2.8;11.1;14.1;25.7;11.6;3.5;71.9;26.1;86;34.2;0.4
23/5/2016;14;0.1;InVld;2;16.3;19.9;33.2;13.4;2.1;79.6;26.7;82;30.4;0
23/5/2016;15;0.1;InVld;2;11.9;29.2;43.2;14.1;1.7;141.5;26;85;40.7;1.8
23/5/2016;16;0.1;InVld;3.3;12.9;20.3;31.2;10.9;2.3;136.3;25.2;88;27.2;0
23/5/2016;17;0.1;InVld;0.9;19.1;26.8;42.3;15.4;2;77.4;26.1;82;29.6;0
23/5/2016;18;0.2;InVld;1.1;25.9;27.1;43.2;16.1;2.6;68.4;25.8;84;23.2;0
23/5/2016;19;0.3;InVld;0;19;74.2;93.4;19.3;2.5;48.7;25.8;87;21.6;0
23/5/2016;20;0.4;InVld;0.1;12.1;38.6;57.4;18.8;2.4;65.9;26.5;80;22.2;0
23/5/2016;21;0.4;InVld;0.3;25.1;33.9;54.7;20.7;3.2;67.7;26.5;81;20.9;0
23/5/2016;22;0.2;InVld;0.3;18.3;29.4;45.6;16.2;4.9;66.3;26.6;81;20.7;0
23/5/2016;23;0.1;InVld;1.1;9.9;9.6;22.4;12.8;3.4;61.3;26.6;81;22.6;0
23/5/2016;24;0.1;InVld;2.7;19.9;4.6;12.3;7.7;2.6;41.3;26;85;26.5;0
24/5/2016;1;0.1;InVld;2.6;17.2;1.3;7.7;6.6;1.7;48.2;25.7;86;29.8;0
24/5/2016;2;0;InVld;2.3;14.7;0.3;4.8;4.9;1.1;12.4;25.8;86;37.7;0
24/5/2016;3;0.1;InVld;3.3;10.9;0.6;4.5;4.2;2;45.5;25.5;87;28.1;1
24/5/2016;4;0.1;InVld;4.8;7.7;0.4;2.9;2.8;2;42.8;25;90;28.3;0.6
24/5/2016;5;0;InVld;3.5;5.3;1.5;5.3;3.9;1;32.8;24.9;90;47.6;0
24/5/2016;6;0;InVld;1;4.5;4.4;12.2;7.9;1.4;10.6;25.1;90;33;0.2
24/5/2016;7;0.1;InVld;0.1;5.3;37.4;49.7;12.3;2.6;46.4;25.5;89;44.8;0
24/5/2016;8;0.1;InVld;1.4;4.4;11.8;21.1;9.3;2.6;41.6;26;87;40.1;0
24/5/2016;9;0.1;InVld;0.7;18.5;22;34.5;12.6;2.4;47.3;26.5;85;25.1;1.4
24/5/2016;10;0.1;InVld;1.5;14.2;18.5;28.5;9.9;3.1;56.8;27.8;80;23.5;0.2
24/5/2016;11;0.3;InVld;2.2;10.1;15.7;25.4;9.8;3.4;55.6;28.9;73;22.3;0
24/5/2016;12;0.3;InVld;2.6;6.7;13.9;24.8;10.9;3.1;55.1;29.7;68;25.2;0
24/5/2016;13;0.7;Span;3.4;5;11.8;25.7;13.9;3.1;61.1;29.9;68;27.2;0
24/5/2016;14;0;0.12;3.4;3;12.6;21.1;8.5;3;62.9;29.8;70;27.6;0
24/5/2016;15;0;0.18;3.3;2.5;17.2;28;10.8;3.4;57.4;29.3;71;25.9;0
24/5/2016;16;0;0.33;3;2.4;14.2;24.1;9.9;4.8;75.5;28.6;73;26.3;0
24/5/2016;17;0;0.39;2.8;1.7;15.9;28.2;12.3;3.4;82.3;28.1;75;26.1;0
24/5/2016;18;0;0.54;1.8;7.1;18.7;33.1;14.4;2.4;73;27.9;75;27.7;0
24/5/2016;19;0;0.51;0.9;20.5;23;38.9;15.9;2.5;56.2;27.5;75;28;0
24/5/2016;20;0;0.52;1.9;17.6;16.2;31.4;15.2;2.8;78.4;26.4;76;27;0
24/5/2016;21;0;0.48;2.3;12.2;24.4;39.1;14.8;2.5;77.7;25.2;81;31.8;2
24/5/2016;22;0;0.56;2;20.4;22.5;35.2;12.7;2.2;112.9;25.5;83;29.8;0
24/5/2016;23;0;0.44;4;16.5;8.9;17.7;8.8;2.5;92.1;26.4;79;27.7;0
24/5/2016;24;0;0.38;3;19;7.8;18.2;10.6;1.9;100.9;26.2;76;30.9;0
25/5/2016;1;0;0.41;2.5;13.9;21.9;33.8;11.9;3.3;205.3;25.6;82;33.6;5.6
25/5/2016;2;0;0.29;7.2;29.7;4.1;8.8;4.9;3.1;159.1;23.5;89;29.3;6.6
25/5/2016;3;0;0.29;11.2;22.3;0.1;1.1;1.5;2.5;131;23.9;89;30.5;1.4
25/5/2016;4;0;0.29;10.8;13.7;0.7;4.1;3.6;2.6;103.2;24.2;88;27.3;3.8
25/5/2016;5;0;0.3;12;12.5;1.4;5.4;4.8;2.1;93;24.3;87;30.4;0.6
25/5/2016;6;0;0.36;10.3;9;9.9;21.5;11.6;3;110.3;26.4;76;29.7;0
25/5/2016;7;0;0.39;9.7;24.4;11.4;22.8;11.4;3.8;111;26.8;74;28.6;0.2
25/5/2016;8;0;0.61;7.2;16.7;15.9;30.4;14.6;2.6;102.9;26.5;80;32.9;0
25/5/2016;9;0;0.71;6.9;25.7;21.1;36.1;15.2;2.9;110.7;27.8;71;32.6;0
25/5/2016;10;0.1;0.61;6.9;38.6;23.3;39.2;16;4.4;109.1;28.2;70;33.7;0
25/5/2016;11;0;0.53;7.8;34.6;14.3;28.3;14.1;4.7;98.2;27.9;70;30.9;0
25/5/2016;12;0;0.56;6.8;38.4;17.5;32;14.5;3;95.6;29.1;65;29.6;0
25/5/2016;13;0;0.43;8.5;35.9;12;24.6;12.5;3.2;88.6;27.5;75;29.9;0.6
25/5/2016;14;0;0.18;9.5;42.8;11.4;21;9.6;4.1;113.5;27.6;74;26.9;0
25/5/2016;15;0;0.29;9.5;38.3;13.2;24.1;11;3.6;132.2;26.2;79;30.3;0.2
25/5/2016;16;0.1;0.38;8.6;30.5;12.6;23.8;11.1;3.8;125.6;27.5;71;28.2;0
25/5/2016;17;0;0.22;7.9;36.9;12;24.1;12.2;3.7;112.9;28;67;28.6;0
25/5/2016;18;0;0.27;8.7;45;13.4;25.3;12;3.8;118.7;26.4;75;30.4;3
25/5/2016;19;0;0.33;8;55.2;12;25.6;13.6;4.7;124.3;26.5;72;32.8;0.2
25/5/2016;20;0;0.25;7.3;45.2;16.7;31.9;15.2;4.7;130.2;27.4;69;30.9;0
25/5/2016;21;0;0.14;9.4;28.7;11.1;23.8;12.7;3.5;123;27;71;29.6;0
25/5/2016;22;0;0.1;11.7;31.7;6.6;14.8;8.2;3.7;110.5;27;71;28.5;0
25/5/2016;23;0;0.1;12.6;36.7;6.6;14.6;8;3.9;114.1;26.9;72;26.1;0
25/5/2016;24;0;0.06;13.6;29.7;5.2;12;6.9;3.2;113.1;26.7;72;29.3;0
26/5/2016;1;0;0.01;17.1;49.3;0.7;4;3.5;3.4;113.2;26.8;70;27.7;0
26/5/2016;2;0;0;16.7;30.6;0.6;2.3;2.2;2.5;113.4;24.8;79;30.4;2.6
26/5/2016;3;0;0;16;19.7;0.4;2.5;2.8;2.9;107.1;24.7;81;30.2;1.4
26/5/2016;4;0;0;16.8;16.5;0.6;2.7;2.4;3.6;123.9;25;79;32.1;0
26/5/2016;5;0;0;16.9;10;1.6;4.1;2.5;4.6;116;24.6;81;31.7;3.4
26/5/2016;6;0;0.02;12;24.2;5.8;15;9.2;2.5;129.6;25;78;33.8;0
26/5/2016;7;0;0.01;12.9;25.2;6.6;15;8.4;3.2;110.9;26.5;70;29.2;0
26/5/2016;8;0;0.02;13.4;17;5.4;13;7.6;3.3;113.3;27.9;65;28.9;0
26/5/2016;9;0;0;13;42.8;6.6;13.5;6.9;3.4;111.3;28.7;63;28.2;0
26/5/2016;10;0;0;14.1;29.1;7.2;14.6;7.5;3.7;122;28.7;62;27.6;0
26/5/2016;11;0.2;0;14.1;23.8;7;13.7;6.7;3.5;121.1;29.3;60;29.2;0
26/5/2016;12;0;0;13.9;45.2;5.1;11.6;6.5;3.7;155.2;27.7;73;29.1;0
26/5/2016;13;0;0;13.5;54.4;6.1;12.1;6;4.8;167.4;27;77;27.4;0
26/5/2016;14;0;0.1;12.6;36.5;8.3;15.9;7.6;5;161.3;28.1;67;31.1;0
26/5/2016;15;0;0.03;13.9;28.1;5.8;11.7;6;3.9;126.1;29;61;28.1;0
26/5/2016;16;0;0.01;13.6;20.3;8.1;16.5;8.3;3.3;142.1;28.1;64;30.7;0
26/5/2016;17;0;0;14;27.8;6;13.3;7.4;3.2;129;27.5;63;30.8;0
26/5/2016;18;0;0;13.2;27;6.6;16;9.5;3.3;127.2;27;63;27.1;0
26/5/2016;19;0;0;12.4;36.8;6;16.6;10.6;2.7;127.8;26.8;63;32.5;0
26/5/2016;20;0;0;12.4;49.5;9;20.5;11.6;2.9;133.6;26.6;64;30.8;0
26/5/2016;21;0;0;14.5;35.8;6.4;15.5;9.2;3.2;128.6;26.6;67;28.4;0
26/5/2016;22;0;0;13.8;20.3;6;14.9;8.9;3.4;143.7;26.5;65;35.4;0
26/5/2016;23;0;0;14.9;25.3;5.2;12.8;7.8;4.4;144.2;26.4;65;32.8;0
26/5/2016;24;0;0;16.8;35.6;2.4;7.5;5.2;2.7;136.4;26.4;67;29.7;0
27/5/2016;1;0;0;18.7;40.8;1.2;3.6;2.6;2.9;142.6;26.5;67;27.8;0
27/5/2016;2;0;0;19.5;30.8;1.5;3.6;2.3;3.2;151.5;26.3;67;26.6;0
27/5/2016;3;0;0;18.7;32.5;1;3.6;2.9;2.6;151.6;26.3;68;30.8;0
27/5/2016;4;0;0;18.6;22.3;1.7;4.9;3.3;2.8;153.8;26.2;67;27.1;0
27/5/2016;5;0;0;17.7;28.2;2.8;7.3;4.7;2.7;143.9;26.2;67;26.9;0
27/5/2016;6;0;0;13.1;17.4;11.2;22.4;11.3;2.8;152.6;26.3;67;25.8;0
27/5/2016;7;0;0.01;10;20.3;15.9;29.9;13.9;3.5;166;26.2;71;30.6;0
27/5/2016;8;0;0.08;10.8;36.3;11;22.4;11.4;5.5;189.3;25.9;77;26.2;0
27/5/2016;9;0;0.19;9.7;37.7;15;28.4;13.4;3.5;179.7;26.3;76;26.3;0
27/5/2016;10;0;0.2;10.7;64.6;14.4;27.5;13.1;3;171;26.5;75;28.5;0
27/5/2016;11;0;0.13;13.6;38.9;12.9;24.6;11.7;3.4;154.1;27.4;69;26;0
27/5/2016;12;0;0.12;13.1;23.7;13.3;24.3;11;3.4;149.7;27.6;68;22.6;0
27/5/2016;13;0;0.09;13.6;45.5;9.1;19.2;10.1;3.1;137.9;27.6;67;29.2;0
27/5/2016;14;0;0.13;13.6;33.3;12.6;23.9;11.3;3.4;148.4;27.8;67;26.4;0
27/5/2016;15;0;0.12;13.6;28.7;12.1;23.3;11.1;3.1;145.2;28.1;66;30.5;0
27/5/2016;16;0;0.22;9.7;21.5;17.6;32.5;14.9;3.2;141;27.9;66;32.6;0
27/5/2016;17;0;0.26;8.1;20;20.5;37.1;16.7;4.2;157.5;27.2;68;31.6;0
27/5/2016;18;0;0.36;6.4;27.2;24.1;43.1;19.1;2.5;134.3;26.7;70;31.9;0
27/5/2016;19;0;0.29;5.9;24;21.5;39.5;18;2.2;128.6;26.6;70;32.6;0
27/5/2016;20;0;0.17;7.4;35.2;14.2;30.4;16.3;2.6;119.3;26.5;72;28.7;0
27/5/2016;21;0;0.19;10;24.2;9.7;21.7;12.1;2.8;112.5;26.7;70;27.8;0
27/5/2016;22;0;0.13;11.1;34.4;7.4;16.2;8.8;2.8;110.2;26.8;71;29.1;0
27/5/2016;23;0;0.15;10.5;23.6;6;14.5;8.6;2.8;107.6;26.9;73;29.5;0
27/5/2016;24;0;0.1;11.1;26.6;3.8;10.5;7;2.9;92.9;26.5;75;28.9;0
28/5/2016;1;0;0.05;14.2;19.7;1.6;4.8;3.3;3.5;114;25.4;77;27.1;0
28/5/2016;2;0;0.02;13.4;12.9;1;4.1;3.5;3.7;128.3;25.3;76;33.4;0
28/5/2016;3;0;0;12.6;15.5;1.4;5.6;4.3;3.1;85.6;25.7;78;29.5;0
28/5/2016;4;0;0.01;13;24.4;0.6;3.9;3.6;2;113.7;24.3;85;28.7;1.4
